replicate,beta_high,delta,num_sellers,total_value,normalized_welfare,welfare,lambda,num_edges
0,0.7,0.0,1,0.21604938271604943,0.16049382716049385,13.0,0.0,171
0,0.9,0.0,1,0.34285714285714286,0.319047619047619,20.1,0.0,175
0,0.7,0.0,1,0.23333333333333334,0.09333333333333335,7.000000000000001,0.5,80
0,0.9,0.0,1,0.34285714285714286,0.319047619047619,20.1,0.5,175
0,0.7,0.0,1,0.21604938271604937,0.08641975308641975,7.0,1.0,91
0,0.9,0.0,1,0.22727272727272727,0.09090909090909091,9.0,1.0,90
0,0.7,0.1,2,0.42,0.29999999999999993,22.499999999999996,0.0,300
0,0.9,0.1,2,0.5999999999999999,0.5523809523809523,34.8,0.0,320
0,0.7,0.1,2,0.4238095238095238,0.1857142857142857,11.7,0.5,186
0,0.9,0.1,2,0.47586206896551725,0.16551724137931031,14.399999999999999,0.5,120
0,0.7,0.1,2,0.4260869565217391,0.12173913043478259,8.399999999999999,1.0,108
0,0.9,0.1,2,0.54,0.18,13.5,1.0,90
0,0.7,0.2,3,0.56,0.22,16.5,0.0,245
0,0.9,0.2,3,0.7199999999999999,0.6599999999999999,49.5,0.0,465
0,0.7,0.2,3,0.5428571428571429,0.2333333333333333,14.7,0.5,284
0,0.9,0.2,3,0.7564102564102564,0.6410256410256411,25.000000000000004,0.5,375
0,0.7,0.2,3,0.5310344827586206,0.1689655172413793,14.699999999999998,1.0,216
0,0.9,0.2,3,0.6000000000000001,0.19090909090909092,18.900000000000002,1.0,180
0,0.7,0.3,4,0.66,0.41999999999999993,31.499999999999993,0.0,480
0,0.9,0.3,4,0.8399999999999999,0.5999999999999999,44.99999999999999,0.0,450
0,0.7,0.3,4,0.6523809523809523,0.2714285714285714,17.099999999999998,0.5,352
0,0.9,0.3,4,0.8431372549019606,0.7254901960784311,36.99999999999999,0.5,480
0,0.7,0.3,4,0.6517241379310345,0.23793103448275857,20.699999999999996,1.0,318
0,0.9,0.3,4,0.7862068965517242,0.16551724137931037,14.400000000000002,1.0,120
0,0.7,0.4,5,0.7476190476190477,0.3904761904761905,24.599999999999998,0.0,465
0,0.9,0.4,5,0.7945945945945944,0.4027027027027026,44.699999999999996,0.0,475
0,0.7,0.4,5,0.7481481481481481,0.1740740740740741,14.100000000000001,0.5,255
0,0.9,0.4,5,0.8968253968253969,0.3968253968253968,25.0,0.5,345
0,0.7,0.4,5,0.7533333333333333,0.13333333333333333,10.0,1.0,205
0,0.9,0.4,5,0.9,0.16000000000000003,12.000000000000002,1.0,145
0,0.7,0.5,6,0.8333333333333334,0.31333333333333335,23.5,0.0,410
0,0.9,0.5,6,0.9310344827586207,0.5517241379310344,47.99999999999999,0.0,520
0,0.7,0.5,6,0.8289855072463769,0.17681159420289858,12.200000000000001,0.5,279
0,0.9,0.5,6,0.9301587301587302,0.21587301587301588,13.600000000000001,0.5,255
0,0.7,0.5,6,0.8289855072463769,0.08985507246376813,6.200000000000001,1.0,184
0,0.9,0.5,6,0.9310344827586207,0.13793103448275865,12.000000000000002,1.0,145
0,0.7,0.6,7,0.8842105263157894,0.22631578947368422,12.9,0.0,329
0,0.9,0.6,7,0.9529411764705881,0.5117647058823529,26.099999999999998,0.0,420
0,0.7,0.6,7,0.8925925925925926,0.13333333333333333,10.8,0.5,217
0,0.9,0.6,7,0.9435897435897436,0.3666666666666667,14.3,0.5,345
0,0.7,0.6,7,0.8919540229885057,0.1160919540229885,10.1,1.0,189
0,0.9,0.6,7,0.9586206896551724,0.010344827586206895,0.8999999999999998,1.0,45
0,0.7,0.7,8,0.9391304347826086,0.1565217391304348,10.8,0.0,237
0,0.9,0.7,8,0.9745098039215687,0.26862745098039215,13.7,0.0,270
0,0.7,0.7,8,0.9354838709677419,0.16129032258064516,15.0,0.5,264
0,0.9,0.7,8,0.98,0.34,25.5,0.5,340
0,0.7,0.7,8,0.9391304347826086,0.06956521739130436,4.800000000000001,1.0,152
0,0.9,0.7,8,0.9793103448275863,0.28965517241379307,25.2,1.0,320
0,0.7,0.8,9,0.9777777777777779,0.1074074074074074,8.7,0.0,159
0,0.9,0.8,9,0.9933333333333333,0.17333333333333334,13.0,0.0,185
0,0.7,0.8,9,0.9777777777777779,0.03333333333333333,2.7,0.5,69
0,0.9,0.8,9,0.9920634920634921,0.01587301587301587,0.9999999999999998,0.5,75
0,0.7,0.8,9,0.98,0.040000000000000015,3.000000000000001,1.0,80
0,0.9,0.8,9,0.9920634920634921,0.01587301587301587,0.9999999999999998,1.0,75
0,0.7,0.9,10,1.0,0.0,0.0,0.0,0
0,0.9,0.9,10,1.0,0.0,0.0,0.0,0
0,0.7,0.9,10,1.0,0.0,0.0,0.5,0
0,0.9,0.9,10,1.0,0.0,0.0,0.5,0
0,0.7,0.9,10,1.0,0.0,0.0,1.0,0
0,0.9,0.9,10,1.0,0.0,0.0,1.0,0
0,0.7,1.0,10,1.0,0.0,0.0,0.0,0
0,0.9,1.0,10,1.0,0.0,0.0,0.0,0
0,0.7,1.0,10,1.0,0.0,0.0,0.5,0
0,0.9,1.0,10,1.0,0.0,0.0,0.5,0
0,0.7,1.0,10,1.0,0.0,0.0,1.0,0
0,0.9,1.0,10,1.0,0.0,0.0,1.0,0
1,0.7,0.0,1,0.23333333333333334,0.1733333333333333,12.999999999999998,0.0,165
1,0.9,0.0,1,0.40588235294117647,0.3764705882352941,19.200000000000003,0.0,165
1,0.7,0.0,1,0.23333333333333334,0.09333333333333335,7.000000000000001,0.5,80
1,0.9,0.0,1,0.2027027027027027,0.18918918918918917,21.0,0.5,215
1,0.7,0.0,1,0.23333333333333334,0.09333333333333334,7.0,1.0,80
1,0.9,0.0,1,0.25862068965517243,0.10344827586206896,9.0,1.0,75
1,0.7,0.1,2,0.397530864197531,0.2864197530864198,23.2,0.0,312
1,0.9,0.1,2,0.6,0.5523809523809524,34.800000000000004,0.0,320
1,0.7,0.1,2,0.4238095238095238,0.1857142857142857,11.7,0.5,186
1,0.9,0.1,2,0.6000000000000001,0.5523809523809524,34.800000000000004,0.5,320
1,0.7,0.1,2,0.4260869565217391,0.20869565217391303,14.399999999999999,1.0,203
1,0.9,0.1,2,0.42727272727272725,0.15454545454545454,15.3,1.0,150
1,0.7,0.2,3,0.56,0.29999999999999993,22.499999999999996,0.0,330
1,0.9,0.2,3,0.7714285714285712,0.6999999999999998,44.099999999999994,0.0,435
1,0.7,0.2,3,0.5444444444444444,0.30370370370370364,24.599999999999994,0.5,353
1,0.9,0.2,3,0.6517241379310343,0.46206896551724125,40.199999999999996,0.5,385
1,0.7,0.2,3,0.5118279569892472,0.17311827956989245,16.099999999999998,1.0,249
1,0.9,0.2,3,0.72,0.18000000000000005,13.500000000000004,1.0,90
1,0.7,0.3,4,0.6579710144927536,0.31014492753623185,21.4,0.0,381
1,0.9,0.3,4,0.8571428571428571,0.5714285714285714,36.0,0.0,405
1,0.7,0.3,4,0.6517241379310345,0.3068965517241379,26.699999999999996,0.5,398
1,0.9,0.3,4,0.84,0.44,33.0,0.5,330
1,0.7,0.3,4,0.6592592592592593,0.21481481481481485,17.400000000000002,1.0,279
1,0.9,0.3,4,0.84,0.28,21.0,1.0,200
1,0.7,0.4,5,0.7507246376811594,0.42463768115942024,29.299999999999997,0.0,495
1,0.9,0.4,5,0.8666666666666668,0.6743589743589745,26.300000000000004,0.0,475
1,0.7,0.4,5,0.7507246376811594,0.25072463768115943,17.3,0.5,345
1,0.9,0.4,5,0.8968253968253969,0.5873015873015873,37.0,0.5,465
1,0.7,0.4,5,0.7481481481481481,0.10000000000000002,8.100000000000001,1.0,155
1,0.9,0.4,5,0.9,0.16000000000000003,12.000000000000002,1.0,145
1,0.7,0.5,6,0.8296296296296295,0.3481481481481481,28.199999999999996,0.0,456
1,0.9,0.5,6,0.9333333333333333,0.3333333333333333,25.0,0.0,330
1,0.7,0.5,6,0.8289855072463768,0.35072463768115936,24.199999999999996,0.5,439
1,0.9,0.5,6,0.9333333333333333,0.17333333333333334,13.0,0.5,200
1,0.7,0.5,6,0.8333333333333334,0.15333333333333332,11.5,1.0,240
1,0.9,0.5,6,0.9310344827586207,0.27586206896551724,24.0,1.0,280
1,0.7,0.6,7,0.8913043478260869,0.2608695652173913,18.0,0.0,353
1,0.9,0.6,7,0.9586206896551724,0.2862068965517241,24.9,0.0,315
1,0.7,0.6,7,0.8933333333333333,0.07333333333333336,5.500000000000002,0.5,150
1,0.9,0.6,7,0.9545454545454546,0.24242424242424243,24.0,0.5,280
1,0.7,0.6,7,0.8925925925925926,0.1333333333333333,10.799999999999997,1.0,217
1,0.9,0.6,7,0.9571428571428571,0.028571428571428564,1.7999999999999996,1.0,135
1,0.7,0.7,8,0.9380952380952381,0.1761904761904762,11.100000000000001,0.0,254
1,0.9,0.7,8,0.9777777777777776,0.4063492063492063,25.599999999999998,0.0,360
1,0.7,0.7,8,0.9382716049382716,0.04938271604938273,4.000000000000001,0.5,108
1,0.9,0.7,8,0.9692307692307691,0.35384615384615387,13.8,0.5,295
1,0.7,0.7,8,0.9382716049382716,0.04938271604938273,4.000000000000001,1.0,108
1,0.9,0.7,8,0.9777777777777777,0.02539682539682539,1.5999999999999996,1.0,120
1,0.7,0.8,9,0.9782608695652174,0.13043478260869565,9.0,0.0,171
1,0.9,0.8,9,0.9920634920634921,0.20634920634920634,13.0,0.0,195
1,0.7,0.8,9,0.9761904761904762,0.04761904761904762,3.0000000000000004,0.5,102
1,0.9,0.8,9,0.9929292929292929,0.1292929292929293,12.8,0.5,165
1,0.7,0.8,9,0.9761904761904762,0.04761904761904763,3.000000000000001,1.0,102
1,0.9,0.8,9,0.9933333333333333,0.17333333333333334,13.0,1.0,185
1,0.7,0.9,10,1.0,0.0,0.0,0.0,0
1,0.9,0.9,10,1.0,0.0,0.0,0.0,0
1,0.7,0.9,10,1.0,0.0,0.0,0.5,0
1,0.9,0.9,10,1.0,0.0,0.0,0.5,0
1,0.7,0.9,10,1.0,0.0,0.0,1.0,0
1,0.9,0.9,10,1.0,0.0,0.0,1.0,0
1,0.7,1.0,10,1.0,0.0,0.0,0.0,0
1,0.9,1.0,10,1.0,0.0,0.0,0.0,0
1,0.7,1.0,10,1.0,0.0,0.0,0.5,0
1,0.9,1.0,10,1.0,0.0,0.0,0.5,0
1,0.7,1.0,10,1.0,0.0,0.0,1.0,0
1,0.9,1.0,10,1.0,0.0,0.0,1.0,0
2,0.7,0.0,1,0.25555555555555554,0.1841269841269841,11.599999999999998,0.0,153
2,0.9,0.0,1,0.2586206896551724,0.24137931034482754,21.0,0.0,195
2,0.7,0.0,1,0.20114942528735633,0.14942528735632185,13.0,0.5,177
2,0.9,0.0,1,0.22727272727272724,0.0909090909090909,9.0,0.5,90
2,0.7,0.0,1,0.23333333333333334,0.09333333333333334,7.0,1.0,80
2,0.9,0.0,1,0.22727272727272727,0.09090909090909091,9.0,1.0,90
2,0.7,0.1,2,0.37816091954022996,0.27471264367816095,23.9,0.0,324
2,0.9,0.1,2,0.5925925925925926,0.48148148148148157,13.000000000000002,0.0,260
2,0.7,0.1,2,0.37816091954022996,0.13678160919540233,11.9,0.5,174
2,0.9,0.1,2,0.54,0.5,37.50000000000001,0.5,340
2,0.7,0.1,2,0.42,0.14,10.5,1.0,130
2,0.9,0.1,2,0.47586206896551725,0.16551724137931031,14.399999999999999,1.0,120
2,0.7,0.2,3,0.56,0.29999999999999993,22.499999999999996,0.0,330
2,0.9,0.2,3,0.6,0.43333333333333335,42.900000000000006,0.0,420
2,0.7,0.2,3,0.5444444444444444,0.2296296296296296,18.599999999999998,0.5,273
2,0.9,0.2,3,0.7941176470588235,0.47058823529411764,24.0,0.5,280
2,0.7,0.2,3,0.5444444444444445,0.15555555555555556,12.6,1.0,183
2,0.9,0.2,3,0.7714285714285715,0.1285714285714286,8.100000000000001,1.0,45
2,0.7,0.3,4,0.66,0.41999999999999993,31.499999999999993,0.0,480
2,0.9,0.3,4,0.7363636363636362,0.4333333333333332,42.89999999999999,0.0,430
2,0.7,0.3,4,0.6592592592592592,0.28888888888888886,23.4,0.5,364
2,0.9,0.3,4,0.84,0.28,21.000000000000004,0.5,200
2,0.7,0.3,4,0.66,0.10000000000000002,7.500000000000002,1.0,140
2,0.9,0.3,4,0.84,0.28,21.0,1.0,200
2,0.7,0.4,5,0.7533333333333333,0.2933333333333333,21.999999999999996,0.0,385
2,0.9,0.4,5,0.8793103448275862,0.5172413793103448,44.99999999999999,0.0,465
2,0.7,0.4,5,0.7481481481481481,0.1740740740740741,14.100000000000001,0.5,255
2,0.9,0.4,5,0.8793103448275862,0.24137931034482762,21.000000000000004,0.5,215
2,0.7,0.4,5,0.7436781609195403,0.14022988505747125,12.2,1.0,210
2,0.9,0.4,5,0.8793103448275862,0.2413793103448276,21.0,1.0,215
2,0.7,0.5,6,0.8241379310344826,0.3068965517241379,26.699999999999996,0.0,432
2,0.9,0.5,6,0.93015873015873,0.7873015873015872,49.599999999999994,0.0,600
2,0.7,0.5,6,0.8296296296296297,0.19999999999999998,16.2,0.5,296
2,0.9,0.5,6,0.9333333333333333,0.3333333333333333,25.0,0.5,330
2,0.7,0.5,6,0.8296296296296297,0.12592592592592594,10.200000000000001,1.0,201
2,0.9,0.5,6,0.9310344827586207,0.13793103448275865,12.000000000000002,1.0,145
2,0.7,0.6,7,0.8881720430107526,0.22688172043010751,21.099999999999998,0.0,351
2,0.9,0.6,7,0.9571428571428571,0.40952380952380946,25.799999999999997,0.0,385
2,0.7,0.6,7,0.8888888888888888,0.10317460317460317,6.5,0.5,216
2,0.9,0.6,7,0.9435897435897437,0.36666666666666675,14.300000000000002,0.5,345
2,0.7,0.6,7,0.8925925925925926,0.05925925925925928,4.800000000000002,1.0,117
2,0.9,0.6,7,0.96,0.18000000000000002,13.500000000000002,1.0,225
2,0.7,0.7,8,0.94,0.13999999999999999,10.499999999999998,0.0,220
2,0.9,0.7,8,0.9777777777777776,0.4063492063492063,25.599999999999998,0.0,360
2,0.7,0.7,8,0.94,0.13999999999999999,10.499999999999998,0.5,220
2,0.9,0.7,8,0.9777777777777776,0.21587301587301583,13.599999999999998,0.5,245
2,0.7,0.7,8,0.94,0.060000000000000026,4.500000000000002,1.0,130
2,0.9,0.7,8,0.98,0.019999999999999997,1.4999999999999998,1.0,90
2,0.7,0.8,9,0.9777777777777779,0.1074074074074074,8.7,0.0,159
2,0.9,0.8,9,0.9931034482758622,0.1482758620689655,12.899999999999999,0.0,175
2,0.7,0.8,9,0.9782608695652174,0.13043478260869565,9.0,0.5,171
2,0.9,0.8,9,0.9933333333333333,0.17333333333333337,13.000000000000002,0.5,185
2,0.7,0.8,9,0.9758620689655173,0.09655172413793102,8.399999999999999,1.0,153
2,0.9,0.8,9,0.9931034482758622,0.010344827586206895,0.8999999999999998,1.0,45
2,0.7,0.9,10,1.0,0.0,0.0,0.0,0
2,0.9,0.9,10,1.0,0.0,0.0,0.0,0
2,0.7,0.9,10,1.0,0.0,0.0,0.5,0
2,0.9,0.9,10,1.0,0.0,0.0,0.5,0
2,0.7,0.9,10,1.0,0.0,0.0,1.0,0
2,0.9,0.9,10,1.0,0.0,0.0,1.0,0
2,0.7,1.0,10,1.0,0.0,0.0,0.0,0
2,0.9,1.0,10,1.0,0.0,0.0,0.0,0
2,0.7,1.0,10,1.0,0.0,0.0,0.5,0
2,0.9,1.0,10,1.0,0.0,0.0,0.5,0
2,0.7,1.0,10,1.0,0.0,0.0,1.0,0
2,0.9,1.0,10,1.0,0.0,0.0,1.0,0
3,0.7,0.0,1,0.23333333333333334,0.1733333333333333,12.999999999999998,0.0,165
3,0.9,0.0,1,0.48461538461538456,0.4461538461538461,17.4,0.0,155
3,0.7,0.0,1,0.2555555555555556,0.1841269841269841,11.6,0.5,153
3,0.9,0.0,1,0.25862068965517243,0.10344827586206896,9.0,0.5,75
3,0.7,0.0,1,0.20114942528735633,0.08045977011494253,7.0,1.0,102
3,0.9,0.0,1,0.3,0.12,9.0,1.0,60
3,0.7,0.1,2,0.4200000000000001,0.3,22.499999999999996,0.0,300
3,0.9,0.1,2,0.47586206896551714,0.4413793103448275,38.4,0.0,360
3,0.7,0.1,2,0.41999999999999993,0.21999999999999995,16.499999999999996,0.5,220
3,0.9,0.1,2,0.6000000000000001,0.5523809523809524,34.800000000000004,0.5,320
3,0.7,0.1,2,0.42,0.14,10.5,1.0,130
3,0.9,0.1,2,0.6,0.17142857142857143,10.8,1.0,60
3,0.7,0.2,3,0.56,0.29999999999999993,22.499999999999996,0.0,330
3,0.9,0.2,3,0.5999999999999999,0.312121212121212,30.899999999999995,0.0,305
3,0.7,0.2,3,0.5444444444444444,0.3037037037037037,24.599999999999998,0.5,353
3,0.9,0.2,3,0.7564102564102564,0.33333333333333337,13.000000000000002,0.5,245
3,0.7,0.2,3,0.5444444444444445,0.15555555555555559,12.600000000000001,1.0,183
3,0.9,0.2,3,0.7941176470588235,0.0,0.0,1.0,0
3,0.7,0.3,4,0.66,0.41999999999999993,31.499999999999993,0.0,480
3,0.9,0.3,4,0.8431372549019607,0.7254901960784312,37.0,0.0,480
3,0.7,0.3,4,0.6579710144927536,0.22318840579710142,15.399999999999999,0.5,296
3,0.9,0.3,4,0.8571428571428571,0.38095238095238093,24.0,0.5,280
3,0.7,0.3,4,0.6523809523809525,0.27142857142857146,17.1,1.0,352
3,0.9,0.3,4,0.7363636363636364,0.19090909090909092,18.900000000000002,1.0,180
3,0.7,0.4,5,0.7481481481481481,0.32222222222222224,26.1,0.0,425
3,0.9,0.4,5,0.8862745098039212,0.7392156862745095,37.69999999999999,0.0,525
3,0.7,0.4,5,0.7533333333333333,0.21333333333333335,16.0,0.5,300
3,0.9,0.4,5,0.8363636363636365,0.2757575757575758,27.300000000000004,0.5,285
3,0.7,0.4,5,0.7533333333333333,0.13333333333333336,10.000000000000002,1.0,205
3,0.9,0.4,5,0.9,0.16000000000000003,12.000000000000002,1.0,145
3,0.7,0.5,6,0.8296296296296295,0.3481481481481481,28.199999999999996,0.0,456
3,0.9,0.5,6,0.9301587301587301,0.4063492063492063,25.599999999999998,0.0,380
3,0.7,0.5,6,0.8296296296296295,0.274074074074074,22.199999999999996,0.5,381
3,0.9,0.5,6,0.9310344827586206,0.5517241379310344,47.999999999999986,0.5,520
3,0.7,0.5,6,0.8241379310344827,0.1,8.700000000000001,1.0,162
3,0.9,0.5,6,0.9090909090909091,0.21212121212121213,21.0,1.0,230
3,0.7,0.6,7,0.8913043478260869,0.2608695652173913,18.0,0.0,353
3,0.9,0.6,7,0.9529411764705883,0.511764705882353,26.1,0.0,420
3,0.7,0.6,7,0.8933333333333333,0.23333333333333334,17.5,0.5,330
3,0.9,0.6,7,0.96,0.18,13.5,0.5,225
3,0.7,0.6,7,0.8933333333333333,0.07333333333333336,5.500000000000002,1.0,150
3,0.9,0.6,7,0.9324324324324325,0.08108108108108109,9.0,1.0,105
3,0.7,0.7,8,0.94,0.22,16.5,0.0,300
3,0.9,0.7,8,0.9777777777777776,0.40634920634920624,25.599999999999994,0.0,360
3,0.7,0.7,8,0.9391304347826086,0.24347826086956523,16.8,0.5,312
3,0.9,0.7,8,0.9793103448275863,0.013793103448275858,1.1999999999999997,0.5,60
3,0.7,0.7,8,0.9380952380952382,0.08095238095238097,5.100000000000001,1.0,174
3,0.9,0.7,8,0.9793103448275863,0.013793103448275858,1.1999999999999997,1.0,60
3,0.7,0.8,9,0.9777777777777779,0.1074074074074074,8.7,0.0,159
3,0.9,0.8,9,0.9901960784313726,0.2549019607843137,13.0,0.0,205
3,0.7,0.8,9,0.9777777777777779,0.03333333333333334,2.7000000000000006,0.5,69
3,0.9,0.8,9,0.9931034482758622,0.010344827586206895,0.8999999999999998,0.5,45
3,0.7,0.8,9,0.9777777777777779,0.03333333333333333,2.7,1.0,69
3,0.9,0.8,9,0.9920634920634921,0.01587301587301587,0.9999999999999998,1.0,75
